Data,hora,Temp,Umidade,Pressao,CO2,VPar,PAR
06/04/25,00:00:22,25.3,58.9,948.5,541,0.31,0.0
06/04/25,00:05:22,25.1,59.2,948.4,534,0.31,0.0
06/04/25,00:10:22,25.3,58.8,948.4,535,0.31,0.0
06/04/25,00:15:22,25.0,59.2,948.4,542,0.31,0.0
06/04/25,00:20:22,25.2,58.6,948.3,544,0.31,0.0
06/04/25,00:25:22,25.1,58.9,948.2,534,0.31,0.0
06/04/25,00:30:22,25.2,58.6,948.3,534,0.31,0.0
06/04/25,00:35:22,25.1,58.6,948.2,544,0.31,0.0
06/04/25,00:40:22,25.2,58.3,948.2,537,0.31,0.0
06/04/25,00:45:22,25.1,58.5,948.2,542,0.31,0.0
06/04/25,00:50:22,25.2,58.1,948.2,535,0.31,0.0
06/04/25,00:55:22,25.1,58.1,948.1,534,0.31,0.0
06/04/25,01:00:21,25.2,57.9,948.1,540,0.31,0.0
06/04/25,01:05:21,25.0,58.3,947.9,540,0.31,0.0
06/04/25,01:10:21,25.2,57.8,947.9,540,0.31,0.0
06/04/25,01:15:21,25.1,58.1,947.8,533,0.31,0.0
06/04/25,01:20:21,25.2,57.8,947.7,534,0.31,0.0
06/04/25,01:25:21,25.1,58.0,947.7,538,0.31,0.0
06/04/25,01:30:21,25.2,57.6,947.7,539,0.31,0.0
06/04/25,01:35:21,25.0,57.9,947.7,533,0.31,0.0
06/04/25,01:40:21,25.2,57.5,947.6,542,0.31,0.0
06/04/25,01:45:21,25.1,57.8,947.7,531,0.31,0.0
06/04/25,01:50:21,25.2,57.4,947.6,542,0.31,0.0
06/04/25,01:55:21,25.0,57.8,947.6,536,0.31,0.0
06/04/25,02:00:21,25.2,57.2,947.6,538,0.31,0.0
06/04/25,02:05:21,25.1,57.5,947.7,536,0.31,0.0
06/04/25,02:10:21,25.2,57.2,947.7,543,0.31,0.0
06/04/25,02:15:21,25.0,57.6,947.6,541,0.31,0.0
06/04/25,02:20:21,25.2,57.0,947.7,541,0.31,0.0
06/04/25,02:25:21,25.0,57.4,947.8,534,0.31,0.0
06/04/25,02:30:21,25.1,57.2,947.8,545,0.31,0.0
06/04/25,02:35:21,25.0,57.4,947.8,534,0.31,0.0
06/04/25,02:40:21,25.1,57.0,947.7,544,0.31,0.0
