Data,hora,Temp,Umidade,Pressao,CO2,VPar,PAR
29/03/25,00:00:00,24.6,56.6,941.2,582,0.31,0.0
29/03/25,00:05:00,24.6,56.7,941.2,584,0.31,0.0
29/03/25,00:10:00,24.6,57.9,941.3,596,0.31,0.0
29/03/25,00:15:00,24.7,58.6,941.3,594,0.31,0.0
29/03/25,00:20:00,24.6,59.8,941.3,595,0.31,0.0
29/03/25,00:25:00,24.6,60.4,941.3,595,0.31,0.0
29/03/25,00:30:00,24.7,60.8,941.2,594,0.31,0.0
29/03/25,00:35:00,24.7,61.0,941.1,595,0.31,0.0
29/03/25,00:40:00,24.7,61.6,941.1,596,0.31,0.0
29/03/25,00:45:00,24.7,61.6,941.0,588,0.31,0.0
29/03/25,00:50:00,24.8,61.7,941.0,596,0.31,0.0
29/03/25,00:55:00,24.8,61.6,941.0,587,0.31,0.0
29/03/25,01:00:00,24.8,61.6,941.0,591,0.31,0.0
29/03/25,01:05:59,24.7,62.0,941.0,591,0.31,0.0
29/03/25,01:10:59,24.9,61.5,941.0,593,0.31,0.0
29/03/25,01:15:59,24.8,61.5,941.0,597,0.31,0.0
29/03/25,01:20:59,24.9,61.2,940.9,599,0.31,0.0
29/03/25,01:25:59,24.8,61.7,940.8,594,0.31,0.0
29/03/25,01:30:59,24.9,61.3,940.8,600,0.31,0.0
29/03/25,01:35:59,24.8,61.6,940.8,604,0.31,0.0
29/03/25,01:40:59,24.9,61.1,940.7,603,0.31,0.0
29/03/25,01:45:59,24.9,61.4,940.7,601,0.31,0.0
29/03/25,01:50:59,25.0,61.1,940.7,603,0.31,0.0
29/03/25,01:55:59,24.8,61.5,940.7,600,0.31,0.0
29/03/25,02:00:59,25.0,60.9,940.8,596,0.31,0.0
29/03/25,02:05:59,24.8,61.5,940.7,596,0.31,0.0
29/03/25,02:10:59,25.0,60.9,940.8,601,0.31,0.0
29/03/25,02:15:59,24.9,61.4,940.8,598,0.31,0.0
29/03/25,02:20:59,25.0,61.0,940.8,606,0.31,0.0
29/03/25,02:25:59,24.9,61.5,940.7,603,0.31,0.0
29/03/25,02:30:59,25.0,61.0,940.7,596,0.31,0.0
29/03/25,02:35:59,24.9,61.4,940.7,598,0.31,0.0
29/03/25,02:40:59,25.0,61.1,940.7,607,0.31,0.0
29/03/25,02:45:59,24.9,61.4,940.7,604,0.31,0.0
29/03/25,02:50:59,25.0,61.1,940.6,599,0.31,0.0
29/03/25,02:55:59,25.0,61.3,940.6,605,0.31,0.0
29/03/25,03:00:59,25.1,61.0,940.6,607,0.31,0.0
29/03/25,03:05:59,25.0,61.3,940.6,602,0.31,0.0
29/03/25,03:10:59,25.1,60.9,940.6,612,0.31,0.0
29/03/25,03:15:59,25.0,61.3,940.6,594,0.31,0.0
29/03/25,03:20:59,25.1,60.9,940.6,608,0.31,0.0
29/03/25,03:25:59,24.9,61.2,940.6,600,0.31,0.0
29/03/25,03:30:59,25.1,60.7,940.6,605,0.31,0.0
29/03/25,03:35:59,25.0,61.0,940.5,605,0.31,0.0
29/03/25,03:40:59,25.1,60.7,940.5,612,0.31,0.0
29/03/25,03:45:59,24.9,61.2,940.4,614,0.31,0.0
29/03/25,03:50:59,25.1,60.6,940.4,609,0.31,0.0
29/03/25,03:55:59,25.0,60.9,940.6,605,0.31,0.0
29/03/25,04:00:58,25.1,60.6,940.5,612,0.32,0.0
29/03/25,04:05:58,25.0,60.8,940.5,608,0.31,0.0
29/03/25,04:10:58,25.1,60.3,940.6,615,0.31,0.0
29/03/25,04:15:58,25.0,60.6,940.7,609,0.31,0.0
29/03/25,04:20:58,25.1,60.3,940.7,619,0.31,0.0
29/03/25,04:25:58,25.0,60.7,940.7,615,0.31,0.0
29/03/25,04:30:58,25.1,60.3,940.7,613,0.31,0.0
29/03/25,04:35:58,24.9,60.7,940.8,610,0.31,0.0
