Data,hora,Temp,Umidade,Pressao,CO2,VPar,PAR
26/03/25,00:00:24,25.1,69.2,942.9,636,0.31,0.0
26/03/25,00:05:24,25.1,69.3,942.8,626,0.31,0.0
26/03/25,00:10:24,25.1,69.0,942.7,632,0.31,0.0
26/03/25,00:15:24,25.1,69.0,942.7,628,0.31,0.0
26/03/25,00:20:24,25.1,68.9,942.7,634,0.31,0.0
26/03/25,00:25:24,25.1,69.1,942.5,625,0.31,0.0
26/03/25,00:30:24,25.0,69.2,942.5,625,0.31,0.0
26/03/25,00:35:24,25.1,68.9,942.4,622,0.31,0.0
26/03/25,00:40:24,25.1,68.9,942.3,630,0.31,0.0
26/03/25,00:45:24,25.1,68.9,942.3,626,0.31,0.0
26/03/25,00:50:24,25.2,68.6,942.2,631,0.31,0.0
26/03/25,00:55:24,25.1,68.8,942.3,623,0.31,0.0
26/03/25,01:00:24,25.1,68.7,942.3,629,0.31,0.0
26/03/25,01:05:24,25.1,68.7,942.1,627,0.31,0.0
26/03/25,01:10:24,25.1,68.6,942.1,632,0.31,0.0
26/03/25,01:15:24,25.1,68.7,942.0,622,0.31,0.0
26/03/25,01:20:24,25.1,68.8,942.0,623,0.31,0.0
26/03/25,01:25:24,25.1,68.8,941.9,620,0.31,0.0
26/03/25,01:30:24,25.2,68.5,941.8,629,0.31,0.0
26/03/25,01:35:23,25.1,68.7,941.8,624,0.31,0.0
26/03/25,01:40:23,25.1,68.6,941.7,625,0.31,0.0
26/03/25,01:45:23,25.1,68.8,941.7,624,0.31,0.0
26/03/25,01:50:23,25.2,68.5,941.8,628,0.31,0.0
26/03/25,01:55:23,25.2,68.5,941.7,628,0.31,0.0
26/03/25,02:00:23,25.2,68.6,941.8,632,0.31,0.0
26/03/25,02:05:23,25.1,68.7,941.9,630,0.31,0.0
26/03/25,02:10:23,25.2,68.6,941.8,628,0.31,0.0
26/03/25,02:15:23,25.2,68.5,941.8,623,0.31,0.0
26/03/25,02:20:23,25.2,68.4,941.8,625,0.31,0.0
26/03/25,02:25:23,25.1,68.6,941.8,626,0.31,0.0
26/03/25,02:30:23,25.2,68.4,941.7,630,0.31,0.0
26/03/25,02:35:23,25.2,68.3,941.6,622,0.31,0.0
26/03/25,02:40:23,25.2,68.4,941.6,637,0.31,0.0
26/03/25,02:45:23,25.1,68.5,941.6,627,0.31,0.0
26/03/25,02:50:23,25.2,68.3,941.7,632,0.31,0.0
26/03/25,02:55:23,25.2,68.4,941.6,630,0.31,0.0
26/03/25,03:00:23,25.2,68.3,941.7,636,0.31,0.0
26/03/25,03:05:23,25.2,68.2,941.7,632,0.31,0.0
26/03/25,03:10:23,25.2,68.4,941.7,633,0.31,0.0
26/03/25,03:15:23,25.1,68.6,941.7,631,0.31,0.0
26/03/25,03:20:23,25.2,68.1,941.7,632,0.31,0.0
26/03/25,03:25:23,25.2,68.1,941.6,636,0.31,0.0
26/03/25,03:30:23,25.2,68.2,941.6,631,0.31,0.0
26/03/25,03:35:23,25.1,68.5,941.3,630,0.31,0.0
26/03/25,03:40:23,25.2,68.2,941.4,629,0.31,0.0
26/03/25,03:45:23,25.2,68.2,941.4,627,0.31,0.0
26/03/25,03:50:23,25.2,68.1,941.4,632,0.31,0.0
26/03/25,03:55:23,25.2,68.4,941.5,634,0.31,0.0
26/03/25,04:00:23,25.2,68.3,941.5,634,0.31,0.0
26/03/25,04:05:23,25.2,68.4,941.6,633,0.31,0.0
26/03/25,04:10:23,25.2,68.2,941.5,631,0.31,0.0
26/03/25,04:15:23,25.2,68.1,941.6,633,0.31,0.0
26/03/25,04:20:23,25.2,68.2,941.7,636,0.31,0.0
26/03/25,04:25:23,25.2,68.3,941.6,632,0.31,0.0
26/03/25,04:30:23,25.2,68.2,941.6,638,0.31,0.0
26/03/25,04:35:22,25.3,67.9,941.6,622,0.31,0.0
26/03/25,04:40:22,25.2,68.2,941.6,625,0.31,0.0
26/03/25,04:45:22,25.2,68.3,941.5,630,0.31,0.0
26/03/25,04:50:22,25.2,68.1,941.6,634,0.31,0.0
26/03/25,04:55:22,25.2,68.0,941.6,629,0.31,0.0
26/03/25,05:00:22,25.2,68.1,941.6,638,0.31,0.0
26/03/25,05:05:22,25.2,68.1,941.5,636,0.31,0.0
26/03/25,05:10:22,25.3,67.9,941.6,627,0.31,0.0
26/03/25,05:15:22,25.3,68.0,941.6,630,0.31,0.0
26/03/25,05:20:22,25.2,67.9,941.6,627,0.31,0.0
26/03/25,05:25:22,25.2,67.8,941.6,632,0.31,0.0
26/03/25,05:30:22,25.3,67.7,941.7,628,0.31,0.0
26/03/25,05:35:22,25.2,67.8,941.8,630,0.31,0.0
26/03/25,05:40:22,25.3,67.7,941.8,633,0.31,0.0
26/03/25,05:45:22,25.3,67.6,941.9,631,0.31,0.0
26/03/25,05:50:22,25.3,67.7,941.8,633,0.31,0.0
26/03/25,05:55:22,25.2,67.8,941.9,625,0.31,0.0
26/03/25,06:00:22,26.9,62.3,942.1,621,0.31,0.0
26/03/25,06:05:22,27.6,50.9,942.2,622,0.31,0.0
26/03/25,06:10:22,27.9,57.2,942.4,617,0.30,0.0
26/03/25,06:15:22,28.1,48.5,942.4,610,0.31,0.0
26/03/25,06:20:22,28.2,52.5,942.5,608,0.30,0.0
26/03/25,06:25:22,28.6,51.4,942.5,610,0.30,0.0
26/03/25,06:30:22,28.3,47.8,942.5,608,0.30,0.0
26/03/25,06:35:22,28.8,54.2,942.6,606,0.30,0.0
26/03/25,06:40:22,28.6,47.7,942.7,607,0.31,0.0
26/03/25,06:45:22,28.7,53.5,942.8,608,0.30,0.0
26/03/25,06:50:22,28.8,47.5,942.9,610,0.30,0.0
26/03/25,06:55:22,28.5,50.9,942.9,609,0.30,0.0
26/03/25,07:00:22,29.0,54.6,943.0,615,0.30,0.0
26/03/25,07:05:22,28.8,46.3,943.0,614,0.30,0.0
26/03/25,07:10:22,28.8,54.3,943.0,612,0.30,0.0
26/03/25,07:15:22,28.8,45.5,943.1,610,0.30,0.0
26/03/25,07:20:22,28.9,50.7,943.1,612,0.30,0.0
26/03/25,07:25:22,29.0,50.4,943.1,605,0.30,0.0
26/03/25,07:30:22,28.7,45.9,943.1,610,0.30,0.0
26/03/25,07:35:21,28.9,53.0,943.3,610,0.30,0.0
26/03/25,07:40:21,28.7,45.3,943.3,601,0.30,0.0
26/03/25,07:45:21,28.9,51.7,943.3,600,0.30,0.0
26/03/25,07:50:21,28.9,45.7,943.4,604,0.30,0.0
26/03/25,07:55:21,28.9,49.1,943.4,599,0.30,0.0
26/03/25,08:00:21,29.1,52.5,943.4,608,0.31,0.0
26/03/25,08:05:21,28.7,45.1,943.4,602,0.30,0.0
26/03/25,08:10:21,28.9,52.5,943.4,601,0.30,0.0
26/03/25,08:15:21,28.9,45.2,943.4,601,0.30,0.0
26/03/25,08:20:21,28.7,50.2,943.5,611,0.30,0.0
26/03/25,08:25:21,29.0,48.3,943.5,602,0.30,0.0
26/03/25,08:30:21,28.9,45.8,943.5,605,0.30,0.0
26/03/25,08:35:21,29.1,51.4,943.6,606,0.30,0.0
26/03/25,08:40:21,28.9,45.4,943.6,595,0.30,0.0
26/03/25,08:45:21,29.0,51.8,943.6,598,0.31,0.0
26/03/25,08:50:21,29.0,44.0,943.5,602,0.30,0.0
26/03/25,08:55:21,28.6,45.7,943.6,602,0.30,0.0
26/03/25,09:00:21,29.0,51.2,943.6,596,0.30,0.0
26/03/25,09:05:21,28.5,39.1,943.7,590,0.30,0.0
26/03/25,09:10:21,28.6,51.3,943.6,605,0.30,0.0
26/03/25,09:15:21,28.4,41.3,943.6,598,0.30,0.0
26/03/25,09:20:21,28.5,48.9,943.6,599,0.30,0.0
26/03/25,09:25:21,28.6,53.0,943.7,594,0.30,0.0
26/03/25,09:30:21,28.3,39.4,943.6,598,0.31,0.0
26/03/25,09:35:21,28.6,51.6,943.7,596,0.30,0.0
26/03/25,09:40:21,28.7,49.2,943.7,606,0.30,0.0
26/03/25,09:45:21,28.2,40.4,943.7,594,0.30,0.0
26/03/25,09:50:21,28.6,53.1,943.7,604,0.30,0.0
26/03/25,09:55:21,28.5,43.6,943.7,597,0.30,0.0
26/03/25,10:00:21,28.3,46.6,943.8,596,0.30,0.0
26/03/25,10:05:21,28.6,52.5,943.8,601,0.31,0.0
26/03/25,10:10:21,28.1,39.3,943.7,596,0.30,0.0
26/03/25,10:15:21,28.4,51.6,943.8,592,0.30,0.0
26/03/25,10:20:21,28.2,42.2,943.7,590,0.30,0.0
26/03/25,10:25:21,28.0,47.1,943.7,592,0.30,0.0
26/03/25,10:30:21,28.3,52.5,943.7,602,0.30,0.0
26/03/25,10:35:20,28.1,41.7,943.5,599,0.30,0.0
26/03/25,10:40:20,28.4,54.1,943.5,598,0.31,0.0
26/03/25,10:45:20,28.2,41.1,943.4,599,0.30,0.0
26/03/25,10:50:20,28.3,49.7,943.4,604,0.30,0.0
26/03/25,10:55:20,28.4,54.6,943.4,605,0.30,0.0
26/03/25,11:00:20,28.0,39.2,943.3,590,0.30,0.0
26/03/25,11:05:20,28.4,50.6,943.2,603,0.31,0.0
26/03/25,11:10:20,28.5,49.9,943.2,603,0.30,0.0
26/03/25,11:15:20,28.0,44.3,943.1,593,0.31,0.0
26/03/25,11:20:20,28.4,52.0,943.0,597,0.30,0.0
26/03/25,11:25:20,28.4,43.3,943.0,594,0.30,0.0
26/03/25,11:30:20,28.3,47.1,942.9,594,0.30,0.0
26/03/25,11:35:20,28.5,49.9,942.8,603,0.30,0.0
26/03/25,11:40:20,28.2,41.6,942.7,600,0.30,0.0
26/03/25,11:45:20,28.3,51.7,942.7,602,0.30,0.0
26/03/25,11:50:20,28.2,41.5,942.6,594,0.31,0.0
26/03/25,11:55:20,28.3,51.8,942.6,595,0.31,0.0
26/03/25,12:00:20,28.4,47.1,942.4,596,0.30,0.0
26/03/25,12:05:20,28.0,44.4,942.3,594,0.30,0.0
26/03/25,12:10:20,28.5,53.5,942.2,593,0.30,0.0
26/03/25,12:15:20,27.9,37.0,942.0,601,0.30,0.0
26/03/25,12:20:20,28.0,49.3,941.9,621,0.31,0.0
26/03/25,12:25:20,28.3,56.3,941.9,622,0.31,0.0
26/03/25,12:30:20,27.6,37.1,941.8,613,0.30,0.0
26/03/25,12:35:20,28.0,49.1,941.8,621,0.31,0.0
26/03/25,12:40:20,28.3,55.5,941.8,624,0.30,0.0
26/03/25,12:45:20,27.6,36.7,941.7,614,0.30,0.0
26/03/25,12:50:20,27.8,49.8,941.7,624,0.31,0.0
26/03/25,12:55:20,28.1,56.6,941.6,622,0.30,0.0
26/03/25,13:00:20,27.6,37.4,941.5,621,0.31,0.0
26/03/25,13:05:20,27.8,48.2,941.4,621,0.31,0.0
26/03/25,13:10:20,28.1,56.1,941.4,623,0.30,0.0
26/03/25,13:15:20,27.4,36.2,941.2,624,0.31,0.0
26/03/25,13:20:20,27.8,48.9,941.1,622,0.31,0.0
26/03/25,13:25:20,28.1,55.6,941.1,630,0.31,0.0
26/03/25,13:30:19,27.5,37.0,941.2,624,0.31,0.0
26/03/25,13:35:19,27.7,49.4,941.0,629,0.31,0.0
26/03/25,13:40:19,28.1,55.9,940.9,630,0.31,0.0
26/03/25,13:45:19,27.5,36.3,940.7,625,0.31,0.0
26/03/25,13:50:19,27.7,48.1,940.7,624,0.31,0.0
26/03/25,13:55:19,28.1,55.1,940.6,626,0.31,0.0
26/03/25,14:00:19,27.4,36.1,940.3,617,0.31,0.0
26/03/25,14:05:19,27.6,47.4,940.3,617,0.31,0.0
26/03/25,14:10:19,27.3,57.2,940.2,676,0.31,0.0
26/03/25,14:15:19,27.7,40.7,940.1,769,0.32,0.0
26/03/25,14:20:19,27.7,50.0,940.1,867,0.32,0.0
26/03/25,14:25:19,28.1,46.5,940.0,900,0.32,0.0
26/03/25,14:30:19,27.5,40.0,939.9,871,0.31,0.0
26/03/25,14:35:19,27.8,52.8,940.0,850,0.31,0.0
26/03/25,14:40:19,27.9,40.4,939.9,834,0.31,0.0
26/03/25,14:45:19,27.5,46.0,939.8,816,0.31,0.0
26/03/25,14:50:19,28.0,53.3,939.9,802,0.31,0.0
26/03/25,14:55:19,27.5,36.6,939.9,776,0.31,0.0
26/03/25,15:00:19,27.5,49.6,939.8,767,0.31,0.0
26/03/25,15:05:19,28.0,51.0,939.9,760,0.31,0.0
26/03/25,15:10:19,27.1,36.1,939.8,739,0.31,0.0
26/03/25,15:15:19,27.7,49.7,939.9,731,0.31,0.0
26/03/25,15:20:19,27.9,49.5,939.9,722,0.31,0.0
26/03/25,15:25:19,27.3,36.2,939.8,719,0.31,0.0
26/03/25,15:30:19,27.6,50.5,939.8,713,0.31,0.0
26/03/25,15:35:19,27.8,48.5,939.9,709,0.31,0.0
26/03/25,15:40:19,27.2,39.9,939.9,689,0.31,0.0
26/03/25,15:45:19,27.5,51.6,939.9,697,0.31,0.0
26/03/25,15:50:19,27.9,48.1,939.8,687,0.31,0.0
26/03/25,15:55:19,27.3,37.5,939.8,673,0.31,0.0
26/03/25,16:00:19,27.7,50.8,940.0,674,0.32,0.0
26/03/25,16:05:19,27.9,48.8,940.0,673,0.31,0.0
26/03/25,16:10:19,27.2,36.9,939.9,661,0.31,0.0
26/03/25,16:15:19,27.7,50.6,939.9,666,0.31,0.0
26/03/25,16:20:19,27.7,45.6,939.9,668,0.31,0.0
26/03/25,16:25:19,27.1,41.3,939.9,656,0.31,0.0
26/03/25,16:30:18,27.6,51.9,940.1,658,0.31,0.0
26/03/25,16:35:18,27.8,47.3,940.1,655,0.31,0.0
26/03/25,16:40:18,27.1,38.6,940.1,644,0.31,0.0
26/03/25,16:45:18,27.6,51.4,940.2,653,0.31,0.0
26/03/25,16:50:18,27.9,52.1,940.2,650,0.31,0.0
26/03/25,16:55:18,27.6,47.0,940.3,649,0.31,0.0
26/03/25,17:00:18,28.2,55.0,940.4,658,0.32,0.0
26/03/25,17:05:18,27.9,45.0,940.5,644,0.31,0.0
26/03/25,17:10:18,28.1,50.9,940.6,646,0.31,0.0
26/03/25,17:15:18,28.2,49.1,940.6,653,0.31,0.0
26/03/25,17:20:18,28.5,52.6,940.7,746,0.31,0.0
