Data,hora,Temp,Umidade,Pressao,CO2,VPar,PAR
01/04/25,00:00:36,24.7,58.3,943.4,579,0.31,0.0
01/04/25,00:05:36,24.5,58.8,943.4,578,0.31,0.0
01/04/25,00:10:36,24.7,58.3,943.4,578,0.31,0.0
01/04/25,00:15:36,24.5,58.8,943.3,579,0.31,0.0
01/04/25,00:20:36,24.6,58.1,943.2,579,0.31,0.0
01/04/25,00:25:36,24.5,58.1,943.2,576,0.31,0.0
01/04/25,00:30:35,24.6,57.6,943.1,579,0.31,0.0
01/04/25,00:35:35,24.5,58.0,943.1,576,0.31,0.0
01/04/25,00:40:35,24.5,58.1,943.1,571,0.31,0.0
01/04/25,00:45:35,24.5,58.2,943.1,581,0.31,0.0
01/04/25,00:50:35,24.5,58.0,943.1,586,0.31,0.0
01/04/25,00:55:35,24.5,58.3,943.1,582,0.31,0.0
01/04/25,01:00:35,24.6,59.1,943.1,580,0.31,0.0
01/04/25,01:05:35,24.5,60.7,943.2,584,0.31,0.0
01/04/25,01:10:35,24.6,61.3,943.2,581,0.31,0.0
01/04/25,01:15:35,24.6,62.3,943.1,578,0.31,0.0
01/04/25,01:20:35,24.7,62.2,943.1,591,0.31,0.0
01/04/25,01:25:35,24.6,63.3,943.1,585,0.31,0.0
01/04/25,01:30:35,24.8,63.0,943.1,593,0.31,0.0
01/04/25,01:35:35,24.6,63.9,943.1,582,0.31,0.0
01/04/25,01:40:35,24.8,63.4,943.1,586,0.31,0.0
01/04/25,01:45:35,24.7,64.1,943.0,588,0.31,0.0
01/04/25,01:50:35,24.8,63.8,943.1,594,0.31,0.0
01/04/25,01:55:35,24.7,64.2,943.0,585,0.31,0.0
01/04/25,02:00:35,24.9,63.7,943.0,594,0.31,0.0
01/04/25,02:05:35,24.7,64.3,943.1,588,0.31,0.0
01/04/25,02:10:35,24.9,63.9,943.1,587,0.31,0.0
01/04/25,02:15:35,24.8,64.1,943.0,591,0.31,0.0
01/04/25,02:20:35,24.9,64.0,943.1,602,0.31,0.0
01/04/25,02:25:35,24.8,64.3,943.1,586,0.31,0.0
01/04/25,02:30:35,25.0,63.9,943.1,592,0.31,0.0
01/04/25,02:35:35,24.8,64.3,943.1,591,0.31,0.0
01/04/25,02:40:35,24.9,63.9,943.1,601,0.31,0.0
01/04/25,02:45:35,24.9,64.0,943.2,596,0.31,0.0
01/04/25,02:50:35,25.0,63.8,943.2,604,0.31,0.0
01/04/25,02:55:35,24.9,64.3,943.2,600,0.31,0.0
01/04/25,03:00:35,25.0,63.8,943.1,599,0.31,0.0
01/04/25,03:05:35,24.9,64.1,943.1,596,0.31,0.0
01/04/25,03:10:35,25.0,63.7,943.1,597,0.31,0.0
01/04/25,03:15:35,24.9,64.3,943.1,608,0.31,0.0
01/04/25,03:20:35,25.0,63.8,943.1,595,0.31,0.0
01/04/25,03:25:34,25.0,64.1,943.1,606,0.31,0.0
01/04/25,03:30:34,25.0,63.8,943.1,608,0.31,0.0
01/04/25,03:35:34,24.8,64.4,943.1,603,0.31,0.0
01/04/25,03:40:34,25.0,63.9,943.2,608,0.31,0.0
01/04/25,03:45:34,25.0,64.0,943.2,605,0.31,0.0
01/04/25,03:50:34,25.1,63.8,943.2,613,0.31,0.0
01/04/25,03:55:34,25.0,64.0,943.2,600,0.31,0.0
01/04/25,04:00:34,25.1,63.7,943.2,605,0.31,0.0
01/04/25,04:05:34,24.9,64.1,943.1,602,0.31,0.0
01/04/25,04:10:34,25.0,63.8,943.2,605,0.31,0.0
01/04/25,04:15:34,25.0,63.8,943.2,603,0.31,0.0
01/04/25,04:20:34,25.1,63.7,943.2,607,0.31,0.0
01/04/25,04:25:34,24.9,64.3,943.1,602,0.31,0.0
01/04/25,04:30:34,25.1,63.7,943.1,612,0.31,0.0
01/04/25,04:35:34,25.0,64.0,943.1,612,0.31,0.0
01/04/25,04:40:34,25.1,63.6,943.2,610,0.31,0.0
01/04/25,04:45:34,25.0,64.0,943.2,611,0.31,0.0
01/04/25,04:50:34,25.1,63.5,943.3,601,0.31,0.0
01/04/25,04:55:34,25.0,63.9,943.3,606,0.31,0.0
01/04/25,05:00:34,25.1,63.5,943.3,612,0.31,0.0
01/04/25,05:05:34,25.0,63.8,943.3,618,0.31,0.0
01/04/25,05:10:34,25.1,63.4,943.3,615,0.31,0.0
01/04/25,05:15:34,25.0,63.8,943.3,606,0.31,0.0
01/04/25,05:20:34,25.1,63.3,943.5,616,0.31,0.0
01/04/25,05:25:34,25.0,63.7,943.5,604,0.31,0.0
01/04/25,05:30:34,25.1,63.3,943.5,610,0.31,0.0
01/04/25,05:35:34,25.0,63.5,943.5,608,0.31,0.0
01/04/25,05:40:34,25.1,63.4,943.6,612,0.31,0.0
01/04/25,05:45:34,25.0,63.6,943.7,616,0.31,0.0
01/04/25,05:50:34,25.1,63.4,943.7,618,0.31,0.0
01/04/25,05:55:34,25.0,61.9,943.7,613,0.31,0.0
01/04/25,06:00:34,26.7,54.4,943.8,609,0.31,0.0
01/04/25,06:05:34,27.3,47.7,943.8,605,0.31,0.0
01/04/25,06:10:34,27.5,51.0,943.9,600,0.31,0.0
01/04/25,06:15:34,27.8,45.8,943.9,599,0.31,0.0
01/04/25,06:20:34,27.7,46.1,944.0,599,0.31,0.0
01/04/25,06:25:33,28.1,50.0,944.0,597,0.31,0.0
01/04/25,06:30:33,27.8,44.0,944.1,602,0.31,0.0
01/04/25,06:35:33,28.2,50.1,944.2,606,0.31,0.0
01/04/25,06:40:33,28.4,47.3,944.3,594,0.31,0.0
01/04/25,06:45:33,27.8,44.1,944.4,598,0.30,0.0
01/04/25,06:50:33,28.2,49.6,944.4,599,0.31,0.0
01/04/25,06:55:33,28.4,44.5,944.4,593,0.30,0.0
01/04/25,07:00:33,28.0,46.3,944.5,597,0.31,0.0
01/04/25,07:05:33,28.6,49.0,944.6,603,0.31,0.0
01/04/25,07:10:33,28.3,44.2,944.6,594,0.30,0.0
01/04/25,07:15:33,28.2,48.6,944.7,599,0.30,0.0
01/04/25,07:20:33,28.7,46.0,944.6,600,0.30,0.0
01/04/25,07:25:33,27.9,44.3,944.6,593,0.30,0.0
01/04/25,07:30:33,28.5,48.7,944.5,596,0.31,0.0
01/04/25,07:35:33,28.3,43.1,944.5,591,0.30,0.0
01/04/25,07:40:33,28.1,49.3,944.6,594,0.30,0.0
01/04/25,07:45:33,28.3,43.8,944.7,586,0.30,0.0
01/04/25,07:50:33,28.1,46.8,944.8,594,0.30,0.0
01/04/25,07:55:33,28.4,48.8,944.7,592,0.30,0.0
01/04/25,08:00:33,28.0,42.3,944.7,590,0.30,0.0
01/04/25,08:05:33,28.4,48.7,944.8,592,0.31,0.0
01/04/25,08:10:33,28.3,44.1,944.8,588,0.30,0.0
01/04/25,08:15:33,27.6,38.5,944.8,586,0.31,0.0
01/04/25,08:20:33,28.1,49.1,944.8,584,0.31,0.0
01/04/25,08:25:33,28.4,49.3,944.8,581,0.31,0.0
01/04/25,08:30:33,27.4,37.7,944.9,575,0.31,0.0
01/04/25,08:35:33,27.9,49.5,944.8,585,0.31,0.0
01/04/25,08:40:33,28.4,50.7,944.8,576,0.31,0.0
01/04/25,08:45:33,27.5,37.3,944.8,573,0.31,0.0
01/04/25,08:50:33,27.9,49.6,944.9,574,0.31,0.0
01/04/25,08:55:33,28.1,53.6,944.9,575,0.31,0.0
01/04/25,09:00:33,27.8,43.8,944.8,596,0.31,0.0
01/04/25,09:05:33,28.2,49.6,944.9,593,0.31,0.0
01/04/25,09:10:33,28.4,49.2,944.7,575,0.31,0.0
01/04/25,09:15:33,28.0,42.8,944.8,583,0.31,0.0
01/04/25,09:20:33,28.6,50.1,944.8,574,0.31,0.0
01/04/25,09:25:32,28.4,46.1,944.8,572,0.31,0.0
01/04/25,09:30:32,27.9,40.7,944.7,571,0.31,0.0
01/04/25,09:35:32,28.3,51.0,944.8,579,0.31,0.0
01/04/25,09:40:32,28.3,48.8,944.7,570,0.31,0.0
01/04/25,09:45:32,27.7,38.1,944.7,563,0.31,0.0
01/04/25,09:50:32,28.2,49.6,944.8,567,0.31,0.0
01/04/25,09:55:32,28.1,52.2,944.8,564,0.31,0.0
01/04/25,10:00:32,27.5,37.7,944.7,566,0.31,0.0
01/04/25,10:05:32,28.0,49.0,944.7,565,0.31,0.0
01/04/25,10:10:32,28.2,51.6,944.7,564,0.31,0.0
01/04/25,10:15:32,27.8,37.7,944.6,556,0.31,0.0
01/04/25,10:20:32,27.9,49.3,944.6,558,0.31,0.0
01/04/25,10:25:32,28.2,52.9,944.6,555,0.31,0.0
01/04/25,10:30:32,27.7,39.0,944.5,556,0.31,0.0
01/04/25,10:35:32,27.9,49.0,944.5,554,0.31,0.0
01/04/25,10:40:32,28.2,53.2,944.4,557,0.31,0.0
01/04/25,10:45:32,27.7,39.9,944.3,553,0.31,0.0
01/04/25,10:50:32,27.9,48.3,944.3,557,0.31,0.0
01/04/25,10:55:32,28.2,51.5,944.2,551,0.31,0.0
01/04/25,11:00:32,27.6,40.6,944.1,555,0.31,0.0
01/04/25,11:05:32,28.1,50.9,944.1,554,0.31,0.0
01/04/25,11:10:32,28.1,52.1,944.0,550,0.31,0.0
01/04/25,11:15:32,27.7,40.2,943.9,542,0.31,0.0
01/04/25,11:20:32,28.0,51.6,943.9,550,0.31,0.0
01/04/25,11:25:32,28.3,51.7,943.9,546,0.31,0.0
01/04/25,11:30:32,27.6,39.8,943.7,547,0.31,0.0
01/04/25,11:35:32,28.0,51.2,943.7,541,0.31,0.0
01/04/25,11:40:32,28.2,52.1,943.6,549,0.31,0.0
01/04/25,11:45:32,27.5,39.2,943.5,542,0.31,0.0
01/04/25,11:50:32,28.1,50.7,943.5,550,0.31,0.0
01/04/25,11:55:32,28.2,51.3,943.4,545,0.31,0.0
01/04/25,12:00:32,27.6,38.6,943.3,541,0.31,0.0
01/04/25,12:05:32,28.0,51.0,943.3,548,0.31,0.0
01/04/25,12:10:32,28.3,52.3,943.3,540,0.31,0.0
01/04/25,12:15:32,27.5,39.0,943.3,542,0.31,0.0
01/04/25,12:20:31,28.0,50.3,943.2,541,0.31,0.0
01/04/25,12:25:31,28.3,53.1,943.2,538,0.31,0.0
01/04/25,12:30:31,27.7,40.0,943.0,545,0.31,0.0
01/04/25,12:35:31,27.9,50.6,943.0,544,0.31,0.0
01/04/25,12:40:31,28.2,52.7,942.9,544,0.31,0.0
01/04/25,12:45:31,27.6,41.1,942.7,545,0.31,0.0
01/04/25,12:50:31,28.2,50.6,942.8,540,0.31,0.0
01/04/25,12:55:31,28.2,52.0,942.7,538,0.31,0.0
01/04/25,13:00:31,27.6,39.3,942.6,540,0.31,0.0
01/04/25,13:05:31,28.1,51.1,942.5,542,0.31,0.0
01/04/25,13:10:31,28.2,51.8,942.4,539,0.31,0.0
01/04/25,13:15:31,27.5,39.2,942.3,543,0.31,0.0
01/04/25,13:20:31,27.7,52.4,942.2,540,0.31,0.0
01/04/25,13:25:31,28.1,54.0,942.1,540,0.31,0.0
01/04/25,13:30:31,27.4,39.9,941.9,535,0.31,0.0
01/04/25,13:35:31,28.0,49.4,941.9,541,0.31,0.0
01/04/25,13:40:31,28.1,54.2,941.9,543,0.31,0.0
01/04/25,13:45:31,27.5,39.8,941.9,542,0.31,0.0
01/04/25,13:50:31,28.0,49.8,941.9,548,0.31,0.0
01/04/25,13:55:31,28.3,52.5,941.8,550,0.31,0.0
01/04/25,14:00:31,27.7,41.2,941.7,570,0.31,0.0
01/04/25,14:05:31,28.0,52.6,941.6,579,0.31,0.0
01/04/25,14:10:31,28.4,51.3,941.6,584,0.31,0.0
01/04/25,14:15:31,27.8,40.8,941.5,615,0.31,0.0
01/04/25,14:20:31,28.3,52.4,941.4,649,0.31,0.0
01/04/25,14:25:31,28.4,50.8,941.3,634,0.31,0.0
01/04/25,14:30:31,27.8,40.0,941.1,618,0.31,0.0
01/04/25,14:35:31,28.1,52.1,941.1,632,0.31,0.0
01/04/25,14:40:31,28.4,49.5,941.1,623,0.31,0.0
01/04/25,14:45:31,27.8,39.7,941.0,612,0.31,0.0
01/04/25,14:50:31,28.2,51.9,941.0,611,0.31,0.0
01/04/25,14:55:31,28.4,51.2,941.0,612,0.31,0.0
01/04/25,15:00:31,27.8,39.3,940.9,606,0.31,0.0
01/04/25,15:05:31,28.1,51.9,940.9,606,0.31,0.0
01/04/25,15:10:31,28.3,54.0,940.9,603,0.31,0.0
01/04/25,15:15:31,27.9,42.1,940.8,605,0.31,0.0
01/04/25,15:20:30,28.2,51.1,940.8,610,0.31,0.0
01/04/25,15:25:30,28.3,49.0,940.8,619,0.31,0.0
01/04/25,15:30:30,27.8,41.2,940.8,613,0.31,0.0
01/04/25,15:35:30,28.4,50.0,940.8,620,0.31,0.0
01/04/25,15:40:30,28.4,50.2,940.8,621,0.31,0.0
01/04/25,15:45:30,27.7,38.7,940.7,611,0.31,0.0
01/04/25,15:50:30,28.1,50.4,940.8,606,0.31,0.0
01/04/25,15:55:30,28.3,51.4,940.7,603,0.31,0.0
01/04/25,16:00:30,27.7,39.5,940.7,597,0.31,0.0
01/04/25,16:05:30,28.1,49.7,940.7,604,0.31,0.0
01/04/25,16:10:30,28.3,51.7,940.7,597,0.31,0.0
01/04/25,16:15:30,27.7,39.4,940.6,593,0.31,0.0
01/04/25,16:20:30,28.1,49.1,940.7,590,0.31,0.0
01/04/25,16:25:30,28.4,51.0,940.8,586,0.31,0.0
01/04/25,16:30:30,27.7,39.2,940.8,574,0.31,0.0
01/04/25,16:35:30,28.1,48.6,940.9,586,0.31,0.0
01/04/25,16:40:30,28.2,51.5,940.9,571,0.31,0.0
01/04/25,16:45:30,27.8,39.7,940.8,565,0.31,0.0
01/04/25,16:50:30,28.2,51.4,940.8,570,0.31,0.0
01/04/25,16:55:30,28.2,50.7,940.8,565,0.31,0.0
01/04/25,17:00:30,27.4,39.4,940.7,562,0.31,0.0
01/04/25,17:05:30,28.0,51.6,940.8,558,0.31,0.0
01/04/25,17:10:30,28.2,53.1,940.9,562,0.31,0.0
01/04/25,17:15:30,27.4,38.0,940.9,552,0.31,0.0
01/04/25,17:20:30,27.9,49.2,941.1,557,0.31,0.0
01/04/25,17:25:30,28.0,52.5,941.2,552,0.31,0.0
01/04/25,17:30:30,27.6,40.8,941.2,553,0.31,0.0
01/04/25,17:35:30,27.9,49.1,941.4,553,0.31,0.0
01/04/25,17:40:30,28.2,51.4,941.5,546,0.31,0.0
01/04/25,17:45:30,27.3,38.4,941.5,543,0.31,0.0
01/04/25,17:50:30,27.9,51.0,941.5,552,0.31,0.0
01/04/25,17:55:30,28.2,53.8,941.5,542,0.31,0.0
01/04/25,18:00:30,27.8,43.9,941.6,538,0.31,0.0
01/04/25,18:05:30,28.2,50.9,941.7,543,0.31,0.0
01/04/25,18:10:30,28.4,51.5,941.8,538,0.31,0.0
01/04/25,18:15:30,27.9,44.0,941.8,538,0.31,0.0
01/04/25,18:20:29,28.3,49.1,941.9,551,0.31,0.0
01/04/25,18:25:29,28.4,50.3,941.9,542,0.31,0.0
01/04/25,18:30:29,28.0,43.1,941.9,541,0.30,0.0
01/04/25,18:35:29,28.6,50.9,941.9,542,0.31,0.0
01/04/25,18:40:29,28.3,47.3,941.9,534,0.30,0.0
01/04/25,18:45:29,28.3,48.5,942.0,543,0.31,0.0
01/04/25,18:50:29,28.6,49.2,942.2,544,0.31,0.0
01/04/25,18:55:29,28.0,44.2,942.1,536,0.31,0.0
01/04/25,19:00:29,28.5,50.0,942.2,536,0.30,0.0
01/04/25,19:05:29,28.4,44.3,942.2,542,0.31,0.0
01/04/25,19:10:29,28.4,49.8,942.3,538,0.31,0.0
01/04/25,19:15:29,28.3,45.0,942.3,544,0.30,0.0
01/04/25,19:20:29,28.2,45.6,942.3,543,0.31,0.0
01/04/25,19:25:29,28.6,49.5,942.4,531,0.30,0.0
01/04/25,19:30:29,28.2,43.5,942.5,538,0.30,0.0
01/04/25,19:35:29,28.4,49.8,942.5,540,0.31,0.0
01/04/25,19:40:29,28.5,45.1,942.5,537,0.30,0.0
01/04/25,19:45:29,28.2,45.1,942.6,535,0.31,0.0
01/04/25,19:50:29,28.6,49.5,942.6,542,0.30,0.0
01/04/25,19:55:29,28.5,44.1,942.8,540,0.30,0.0
01/04/25,20:00:29,26.9,53.9,942.8,543,0.30,0.0
01/04/25,20:05:29,26.1,58.0,942.9,554,0.31,0.0
01/04/25,20:10:29,25.9,59.2,943.0,557,0.31,0.0
01/04/25,20:15:29,25.5,61.9,943.1,556,0.31,0.0
01/04/25,20:20:29,25.4,61.8,943.1,564,0.31,0.0
01/04/25,20:25:29,25.1,62.9,943.2,561,0.31,0.0
01/04/25,20:30:29,25.2,61.6,943.2,563,0.31,0.0
01/04/25,20:35:29,25.0,61.7,943.2,562,0.31,0.0
01/04/25,20:40:29,25.0,61.1,943.2,557,0.31,0.0
01/04/25,20:45:29,24.9,61.5,943.3,551,0.31,0.0
01/04/25,20:50:29,24.9,60.8,943.3,558,0.31,0.0
01/04/25,20:55:29,24.8,61.4,943.3,561,0.31,0.0
01/04/25,21:00:29,24.9,60.8,943.3,559,0.31,0.0
01/04/25,21:05:29,24.7,61.5,943.2,556,0.31,0.0
01/04/25,21:10:29,24.9,60.8,943.2,565,0.31,0.0
01/04/25,21:15:28,24.8,61.1,943.2,563,0.31,0.0
01/04/25,21:20:28,24.8,60.7,943.2,563,0.31,0.0
01/04/25,21:25:28,24.8,61.1,943.2,557,0.31,0.0
01/04/25,21:30:28,24.8,60.7,943.1,563,0.31,0.0
01/04/25,21:35:28,24.8,60.8,943.0,557,0.31,0.0
01/04/25,21:40:28,24.8,60.8,943.0,565,0.32,0.0
01/04/25,21:45:28,24.7,61.1,942.9,563,0.31,0.0
01/04/25,21:50:28,24.7,60.0,943.0,567,0.31,0.0
01/04/25,21:55:28,24.8,59.9,943.0,563,0.31,0.0
01/04/25,22:00:28,24.8,59.9,943.0,573,0.31,0.0
01/04/25,22:05:28,24.7,60.2,943.2,565,0.31,0.0
01/04/25,22:10:28,24.8,59.8,943.3,563,0.31,0.0
01/04/25,22:15:28,24.7,60.2,943.4,563,0.31,0.0
